,train_loss,train_acc,val_loss,val_acc
0,2.6938792494488784,0.19680734747430573,2.6913539729751905,0.19055944055944055
1,2.6777539070758367,0.2003061447627378,2.696285344503976,0.19055944055944055
2,2.6743206185896233,0.2003061447627378,2.7067312594060295,0.19055944055944055
3,2.673268812739716,0.2003061447627378,2.693637917925428,0.19055944055944055
4,2.672820884551101,0.2003061447627378,2.6925242580733935,0.19055944055944055
5,2.6334972710049493,0.2099278373059261,2.068433016330212,0.3741258741258741
6,1.4530211834893976,0.4981412639405205,1.1023529367847043,0.5979020979020979
7,0.8166588952419874,0.6966980100590422,0.8289493601638954,0.7027972027972028
8,0.6318645839641112,0.7756396238792915,0.7001477542457047,0.7561188811188811
9,0.5145316101674201,0.8163131423573147,0.6364384589495359,0.7963286713286714
10,0.42317500787388174,0.8506450907500547,0.61537955378319,0.8120629370629371
11,0.35481434286931085,0.8705445003280123,0.5533456302189327,0.8409090909090909
12,0.3023056264077968,0.8900065602449159,0.5645832323527836,0.8452797202797203
13,0.26276269304838373,0.9015963262628472,0.5544850392775102,0.8627622377622378
14,0.20411186729326256,0.9346162256724252,0.5440061730104726,0.8863636363636364
15,0.17993009919062397,0.9462059916903565,0.5626869326704865,0.8854895104895105
16,0.167301481409235,0.9501421386398426,0.5865936925361207,0.8811188811188811
17,0.15862418725848745,0.9536409359282747,0.6061614835178936,0.8854895104895105
18,0.1529808849708898,0.9549529849114368,0.6261337707926343,0.888986013986014
19,0.1466491400214715,0.9553903345724908,0.6437712007469231,0.8872377622377622
