,train_loss,train_acc,val_loss,val_acc
0,6.51616654900735,0.37743275748961297,2.2219732441268603,0.4606643356643357
1,1.7153893891268217,0.583424447846053,1.3394444336841156,0.6311188811188811
2,0.8922402927032478,0.7251257380275531,0.8571268682713276,0.722027972027972
3,0.590980931907964,0.8036300021867484,0.6861486745464218,0.7954545454545454
4,0.450062846051716,0.8552372621911218,0.5863797741753238,0.8190559440559441
5,0.35005676730727564,0.8854143888038487,0.6412692582690632,0.7972027972027972
6,0.28952999608198143,0.9022523507544282,0.5300000330784937,0.8417832167832168
7,0.18429443916632157,0.9512355127924776,0.44038403451025904,0.8723776223776224
8,0.15478283128760822,0.963043953640936,0.43888370286334644,0.8758741258741258
9,0.14728280104796135,0.966542750929368,0.4302884001102481,0.8872377622377622
10,0.14091393517738823,0.9702602230483272,0.4271459989510216,0.8872377622377622
11,0.13557242523416918,0.9724469713535973,0.43211833840900365,0.8811188811188811
12,0.13302379684339863,0.9722282965230703,0.4171694161800238,0.8924825174825175
13,0.1289466494772149,0.9724469713535973,0.4321317416387838,0.8793706293706294
14,0.11851842950385169,0.9805379400830965,0.41728947869130784,0.8916083916083916
15,0.11488229284629554,0.9816313142357315,0.416717103207028,0.8916083916083916
16,0.11443946797790919,0.9818499890662585,0.415918551658938,0.8916083916083916
17,0.11389298170720256,0.9805379400830965,0.4164611381980089,0.8907342657342657
18,0.11338760509432053,0.9825060135578395,0.41506923594466455,0.8907342657342657
19,0.11314724910847082,0.9811939645746776,0.4151412901449037,0.8924825174825175
