,train_loss,train_acc,val_loss,val_acc
0,1.6531743789277034,0.4850207741089001,1.0179990713412945,0.6818181818181818
1,0.8486056141042094,0.7301552591296742,0.7785061301884951,0.7377622377622378
2,0.5385812728222001,0.826809534222611,0.5858837749574568,0.8164335664335665
3,0.37735541209516604,0.8760113710911874,0.5232667111746081,0.8505244755244755
4,0.30117199469089717,0.8980975289744151,0.5081232353732302,0.8697552447552448
5,0.2344106604631688,0.9195276623660618,0.47804573160055636,0.8723776223776224
6,0.19474624274610144,0.9354909249945332,0.5058566154195712,0.8732517482517482
7,0.11867640574890187,0.962825278810409,0.45793999999865787,0.888986013986014
8,0.09039003953090023,0.9755084189809753,0.45896916577292907,0.8907342657342657
9,0.0798536137169198,0.9783511917778265,0.4620413846316767,0.8942307692307693
10,0.07300651626587697,0.9811939645746776,0.4701896264133128,0.9003496503496503
11,0.06879134101537784,0.9814126394052045,0.47661221566629575,0.8951048951048951
12,0.0648469491386222,0.9833807128799475,0.4819771472423279,0.8977272727272727
13,0.06142985610066932,0.9857861360157446,0.49570501740318496,0.8942307692307693
14,0.05285000787258129,0.9905969822873388,0.49362497209649453,0.8994755244755245
15,0.05166890064452765,0.9914716816094468,0.49455153781243344,0.9020979020979021
16,0.05112785354448882,0.9925650557620819,0.494715418691024,0.9038461538461539
17,0.05083368725792835,0.9927837305926088,0.49640151567861335,0.9038461538461539
18,0.050413892708071964,0.9919090312705008,0.49798941037819516,0.9020979020979021
19,0.05004739267769904,0.9923463809315548,0.49890445474978096,0.9038461538461539
