,train_loss,train_acc,val_loss,val_acc
0,1.5534121704237116,0.5707413076754866,1.0521348764846374,0.6975524475524475
1,0.7324518362203156,0.7651432320139953,0.776834923695851,0.7963286713286714
2,0.4670253896410867,0.8508637655805817,0.7365555252645399,0.8050699300699301
3,0.33030725270346795,0.9011589766017932,0.742094331062757,0.8190559440559441
4,0.24410194495320972,0.929805379400831,0.6217204260971997,0.8374125874125874
5,0.20231311522113032,0.9396457467745463,0.6629879292543535,0.8312937062937062
6,0.15432643615036856,0.9523288869451126,0.6718579127967774,0.8522727272727273
7,0.08620686081751103,0.9790072162694075,0.5931306650171747,0.8627622377622378
8,0.06138457939364366,0.9908156571178658,0.5750719841856223,0.8715034965034965
9,0.05383909008492794,0.9943144544062978,0.5680203025939164,0.8715034965034965
10,0.04964776478118,0.995845178219987,0.5649268836095617,0.8741258741258742
11,0.04623364051651204,0.996938552372622,0.5613575089280005,0.8732517482517482
12,0.04420785565339004,0.99781325169473,0.5750686232443456,0.8706293706293706
13,0.04201788049074745,0.9975945768642029,0.5700272234169753,0.8732517482517482
14,0.036954429546823625,0.998469276186311,0.5675082365637059,0.8758741258741258
15,0.0363989997220957,0.998250601355784,0.5664361240146877,0.8767482517482518
16,0.03604542336936021,0.998687951016838,0.5668476583188647,0.8767482517482518
17,0.035839748896109365,0.998469276186311,0.5670644940508829,0.8784965034965035
18,0.03561076135088468,0.998687951016838,0.5671865738589655,0.8767482517482518
19,0.03535752831625255,0.998906625847365,0.5670715858052661,0.8776223776223776
