,train_loss,train_acc,val_loss,val_acc
0,2.7089387588993143,0.19462059916903565,2.6606921866223527,0.20716783216783216
1,2.686586140543581,0.1961513229827247,2.6545498954666242,0.20716783216783216
2,2.3752931654388107,0.2654712442597857,1.879840939195006,0.39335664335664333
3,1.5452805235379117,0.45681172097091627,1.4607339672275357,0.4798951048951049
4,1.2506686095046498,0.5431882790290837,1.145539489659396,0.5996503496503497
5,1.0460198261324385,0.6120708506450908,1.0447128711046871,0.6153846153846154
6,0.8922478360079739,0.6656461841242073,0.8947674582054564,0.6791958041958042
7,0.6362896925141872,0.7743275748961295,0.7091888818707499,0.7622377622377622
8,0.5326495492794622,0.8034113273562213,0.6744430498643355,0.7858391608391608
9,0.4793425891870173,0.8228733872731249,0.6650376219849486,0.8006993006993007
10,0.4354799570556076,0.8440848458342445,0.6325048879309968,0.8033216783216783
11,0.38801192112467414,0.859392083971135,0.6197146339849993,0.8321678321678322
12,0.3605046681904986,0.8720752241417014,0.6179545194535823,0.8199300699300699
13,0.32457989941090637,0.8812595670238356,0.6242201265755233,0.8321678321678322
14,0.28222039645945457,0.9061884977039143,0.6015347767543126,0.847027972027972
15,0.2659607385809615,0.9116553684670895,0.6086286368903581,0.8461538461538461
16,0.2594032327677316,0.9127487426197245,0.612911457782025,0.8444055944055944
17,0.25332913291798415,0.9155915154165756,0.6218919349717094,0.8479020979020979
18,0.24943714241686415,0.9175595888913186,0.6268886098494897,0.8461538461538461
19,0.24503783598174003,0.9193089875355347,0.6350465792042392,0.8505244755244755
